"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C(uS/cm @25C)","Streamflow, ft&#179;/s(ft3/s)","Temperature, water, &#176;C(deg C)","Wind direction, degrees clockwise from north(Deg)","Wind speed, mph(mph)"
,,19.6,,
,3.18,,,
40200.0,,19.0,,
21000.0,,18.5,,
,,19.6,,
,5.8,,,
,,19.6,,
,4.65,,,
20600.0,,18.6,,
,,19.6,,
,5.14,,,
,,19.6,,
,4.07,,,
39900.0,,19.2,,
20700.0,,18.7,,
,,19.6,,
,-0.05,,,
,,19.6,,
,0.46,,,
20400.0,,18.9,,
,,19.6,,
,-0.05,,,
,,19.6,,
,0.46,,,
39000.0,,19.5,,
20300.0,,19.0,,
,,19.6,,
,2.53,,,
,,19.6,,
,0.46,,,
19900.0,,19.0,,
,,19.6,,
,5.0,,,
,,19.6,,
,2.45,,,
39700.0,,19.6,,
19700.0,,19.0,,
,,19.6,,
,1.44,,,
,,19.6,,
,0.94,,,
19700.0,,19.0,,
,,19.6,,
,-0.55,,,
,,19.6,,
,0.45,,,
39100.0,,19.7,,
19700.0,,19.0,,
,,19.6,,
,-2.04,,,
,,19.6,,
,-2.07,,,
19800.0,,19.0,,
,,19.6,,
,-3.08,,,
,,19.6,,
,-2.07,,,
39700.0,,19.6,,
19800.0,,19.0,,
,,19.6,,
,-1.07,,,
,,19.6,,
,-2.6,,,
19800.0,,18.9,,
,,19.6,,
,-2.11,,,
,,19.6,,
,-1.08,,,
39300.0,,19.5,,
19800.0,,18.8,,
,,19.6,,
,-5.8,,,
,,19.6,,
,-2.17,,,
19800.0,,18.6,,
,,19.6,,
,-0.06,,,
,,19.6,,
,-4.35,,,
38900.0,,19.4,,
19800.0,,18.6,,
,,19.6,,
,-0.6,,,
,,19.6,,
,-3.37,,,
19700.0,,18.6,,
,,19.6,,
,-0.61,,,
,,19.6,,
,1.61,,,
39200.0,,19.3,,
19700.0,,18.5,,
,,19.6,,
,-5.12,,,
,,19.6,,
,-0.06,,,
19700.0,,18.4,,
,,19.6,,
,-1.77,,,
,,19.6,,
,-3.51,,,
39300.0,,19.2,,
19700.0,,18.3,,
,,19.6,,
,-1.81,,,
,,19.6,,
,-5.37,,,
19700.0,,18.2,,
,,19.6,,
,-5.44,,,
,,19.6,,
,-4.32,,,
38300.0,,19.1,,
19700.0,,18.2,,
,,19.6,,
,-4.94,,,
,,19.6,,
,-5.03,,,
19700.0,,18.0,,
,,19.6,,
,0.56,,,
,,19.6,,
,-1.31,,,
38800.0,,18.9,,
19600.0,,17.9,,
,,19.6,,
,2.42,,,
,,19.6,,
,2.39,,,
19400.0,,17.8,,
,,19.6,,
,-2.52,,,
,,19.6,,
,1.78,,,
39100.0,,18.7,,
19400.0,,17.8,,
,,19.6,,
,-5.65,,,
,,19.6,,
,0.56,,,
19300.0,,17.7,,
,,19.6,,
,-0.06,,,
,,19.6,,
,-1.93,,,
38600.0,,18.5,,
19400.0,,17.5,,
,,19.6,,
,-0.06,,,
,,19.6,,
,-0.07,,,
19400.0,,17.4,,
,,19.6,,
,3.05,,,
,,19.6,,
,-0.06,,,
38900.0,,18.3,,
19400.0,,17.3,,
,,19.6,,
,1.17,,,
,,19.6,,
,4.21,,,
19600.0,,17.2,,
,,19.6,,
,5.96,,,
,,19.6,,
,3.52,,,
38800.0,,18.2,,
19700.0,,16.8,,
,,19.6,,
,7.57,,,
,,19.6,,
,1.68,,,
19800.0,,16.9,,
,,19.6,,
,5.13,,,
,,19.6,,
,6.15,,,
39300.0,,17.8,,
19700.0,,17.0,,
,,19.6,,
,2.79,,,
,,19.6,,
,6.69,,,
19800.0,,17.0,,
,,19.6,,
,-0.06,,,
,,19.6,,
,4.4,,,
39100.0,,17.9,,
19700.0,,16.7,,
,,19.6,,
,4.3,,,
,,19.6,,
,-0.06,,,
20000.0,,16.8,,
,,19.6,,
,5.36,,,
,,19.6,,
,-0.06,,,
40500.0,,18.0,,
20300.0,,16.8,,
,,19.6,,
,3.72,,,
,,19.6,,
,2.08,,,
20600.0,,16.8,,
,,19.6,,
,2.07,,,
,,19.6,,
,3.11,,,
38600.0,,17.7,,
20600.0,,16.7,,
,,19.6,,
,2.56,,,
,,19.6,,
,4.12,,,
20700.0,,16.7,,
,,19.6,,
,5.58,,,
,,19.6,,
,3.01,,,
40000.0,,17.6,,
20800.0,,16.9,,
,,19.6,,
,3.48,,,
,,19.6,,
,2.95,,,
20800.0,,16.9,,
,,19.6,,
,1.43,,,
,,19.6,,
,2.89,,,
39800.0,,17.4,,
20800.0,,16.3,,
,,19.6,,
,0.93,,,
,,19.6,,
,0.44,,,
20700.0,,15.8,,
,,19.6,,
,1.41,,,
,,19.6,,
,-0.54,,,
39200.0,,17.4,,
20600.0,,15.9,,
,,19.6,,
,2.86,,,
,,19.6,,
,1.89,,,
20600.0,,15.9,,
,,19.6,,
,2.35,,,
,,19.6,,
,2.34,,,
39300.0,,17.3,,
20600.0,,15.9,,
,,19.6,,
,2.79,,,
,,19.6,,
,1.36,,,
20600.0,,15.9,,
,,19.6,,
,2.76,,,
,,19.6,,
,4.54,,,
39300.0,,17.4,,
20500.0,,16.0,,
,,19.6,,
,3.13,,,
,,19.6,,
,1.31,,,
20700.0,,16.7,,
,,19.6,,
,0.4,,,
,,19.6,,
,1.31,,,
38500.0,,17.8,,
20600.0,,17.0,,
,,19.6,,
,4.4,,,
,,19.6,,
,4.42,,,
,,19.6,,
,0.84,,,
,,19.6,,
,-0.49,,,
39400.0,,18.0,,
20500.0,,17.5,,
,,19.6,,
,1.72,,,
,,19.6,,
,0.84,,,
20500.0,,17.6,,
,,19.6,,
,-0.94,,,
,,19.6,,
,-1.39,,,
38900.0,,18.0,,
20400.0,,17.8,,
,,19.6,,
,-2.74,,,
,,19.6,,
,-0.5,,,
20500.0,,17.9,,
,,19.6,,
,-0.97,,,
,,19.6,,
,-0.05,,,
39600.0,,17.9,,
20500.0,,18.1,,
,,19.6,,
,2.29,,,
,,19.6,,
,-4.81,,,
20100.0,,17.8,,
,,19.6,,
,-1.98,,,
,,19.6,,
,-1.02,,,
39500.0,,18.0,,
19900.0,,17.7,,
,,19.6,,
,-1.53,,,
,,19.6,,
,-4.05,,,
19900.0,,17.6,,
,,19.6,,
,-5.1,,,
,,19.6,,
,-0.05,,,
39600.0,,18.1,,
19800.0,,17.5,,
,,19.6,,
,-1.08,,,
,,19.6,,
,-2.11,,,
19900.0,,17.4,,
,,19.6,,
,-2.12,,,
,,19.6,,
,-0.05,,,
39400.0,,18.1,,
19600.0,,17.2,,
,,19.6,,
,2.02,,,
,,19.6,,
,-1.09,,,
19600.0,,17.0,,
,,19.6,,
,0.46,,,
,,19.6,,
,-0.05,,,
38700.0,,18.0,,
19500.0,,16.8,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-3.73,,,
19400.0,,16.6,,
,,19.6,,
,-4.33,,,
,,19.6,,
,-1.67,,,
39400.0,,18.0,,
19300.0,,16.5,,
,,19.6,,
,-2.75,,,
,,19.6,,
,-0.6,,,
19300.0,,16.4,,
,,19.6,,
,-2.81,,,
,,19.6,,
,-1.71,,,
39700.0,,17.8,,
19200.0,,16.3,,
,,19.6,,
,-0.61,,,
,,19.6,,
,-5.65,,,
19100.0,,16.2,,
,,19.6,,
,-2.88,,,
,,19.6,,
,-0.06,,,
39300.0,,17.5,,
18800.0,,16.2,,
,,19.6,,
,-3.48,,,
,,19.6,,
,-0.06,,,
18800.0,,16.1,,
,,19.6,,
,-0.06,,,
,,19.6,,
,1.63,,,
39200.0,,17.2,,
18800.0,,16.0,,
,,19.6,,
,1.05,,,
,,19.6,,
,1.61,,,
18800.0,,15.9,,
,,19.6,,
,2.15,,,
,,19.6,,
,1.6,,,
39200.0,,17.0,,
18800.0,,15.8,,
,,19.6,,
,-0.61,,,
,,19.6,,
,-2.26,,,
18800.0,,15.8,,
,,19.6,,
,-0.61,,,
,,19.6,,
,-0.06,,,
39200.0,,16.8,,
18800.0,,15.7,,
,,19.6,,
,2.12,,,
,,19.6,,
,0.49,,,
18800.0,,15.6,,
,,19.6,,
,2.1,,,
,,19.6,,
,1.01,,,
39300.0,,16.8,,
18800.0,,15.5,,
,,19.6,,
,3.09,,,
,,19.6,,
,4.1,,,
18700.0,,15.4,,
,,19.6,,
,2.51,,,
,,19.6,,
,5.48,,,
39500.0,,17.2,,
18700.0,,15.4,,
,,19.6,,
,3.91,,,
,,19.6,,
,5.32,,,
18500.0,,14.8,,
,,19.6,,
,4.25,,,
,,19.6,,
,4.61,,,
39500.0,,16.7,,
18700.0,,15.0,,
,,19.6,,
,7.26,,,
,,19.6,,
,3.51,,,
18500.0,,15.0,,
,,19.6,,
,3.0,,,
,,19.6,,
,4.22,,,
38800.0,,16.2,,
18400.0,,15.0,,
,,19.6,,
,1.66,,,
,,19.6,,
,1.63,,,
18700.0,,14.5,,
,,19.6,,
,4.04,,,
,,19.6,,
,5.17,,,
39400.0,,15.7,,
18600.0,,14.5,,
,,19.6,,
,4.66,,,
,,19.6,,
,3.43,,,
18400.0,,14.4,,
,,19.6,,
,3.73,,,
,,19.6,,
,2.94,,,
39500.0,,15.2,,
18700.0,,14.1,,
,,19.6,,
,1.43,,,
,,19.6,,
,1.79,,,
18800.0,,14.2,,
,,19.6,,
,2.84,,,
,,19.6,,
,1.4,,,
39400.0,,14.9,,
18700.0,,14.0,,
,,19.6,,
,-0.39,,,
,,19.6,,
,2.46,,,
18700.0,,14.0,,
,,19.6,,
,1.38,,,
,,19.6,,
,1.03,,,
38500.0,,14.7,,
18900.0,,14.0,,
,,19.6,,
,1.35,,,
,,19.6,,
,2.37,,,
20400.0,,13.9,,
,,19.6,,
,2.72,,,
,,19.6,,
,1.33,,,
38400.0,,14.5,,
20500.0,,14.0,,
,,19.6,,
,-0.04,,,
,,19.6,,
,-1.74,,,
20100.0,,14.0,,
,,19.6,,
,0.65,,,
,,19.6,,
,2.03,,,
38100.0,,14.4,,
20100.0,,14.2,,
,,19.6,,
,-1.42,,,
,,19.6,,
,1.7,,,
20200.0,,14.3,,
,,19.6,,
,1.36,,,
,,19.6,,
,0.67,,,
36800.0,,14.6,,
20400.0,,14.4,,
,,19.6,,
,0.32,,,
,,19.6,,
,-0.04,,,
20700.0,,14.8,,
,,19.6,,
,-0.04,,,
,,19.6,,
,1.39,,,
37000.0,,15.1,,
20700.0,,15.1,,
,,19.6,,
,-1.11,,,
,,19.6,,
,-2.17,,,
20600.0,,15.3,,
,,19.6,,
,2.12,,,
,,19.6,,
,-0.04,,,
39100.0,,15.3,,
20500.0,,15.5,,
,,19.6,,
,-0.41,,,
,,19.6,,
,-0.79,,,
20500.0,,15.6,,
,,19.6,,
,-0.81,,,
,,19.6,,
,-0.82,,,
38000.0,,15.3,,
20500.0,,15.7,,
,,19.6,,
,-1.98,,,
,,19.6,,
,-1.22,,,
20500.0,,15.6,,
,,19.6,,
,-0.84,,,
,,19.6,,
,1.96,,,
39900.0,,15.3,,
20400.0,,15.6,,
,,19.6,,
,-0.04,,,
,,19.6,,
,-1.26,,,
20500.0,,15.1,,
,,19.6,,
,1.16,,,
,,19.6,,
,1.56,,,
39000.0,,15.2,,
20300.0,,14.8,,
,,19.6,,
,-0.04,,,
,,19.6,,
,-0.85,,,
19800.0,,14.7,,
,,19.6,,
,-2.5,,,
,,19.6,,
,-0.46,,,
38800.0,,15.3,,
19600.0,,14.6,,
,,19.6,,
,-2.95,,,
,,19.6,,
,-1.74,,,
19400.0,,14.5,,
,,19.6,,
,-3.04,,,
,,19.6,,
,-2.64,,,
39400.0,,15.1,,
19300.0,,14.5,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-1.37,,,
19000.0,,14.4,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-1.83,,,
38500.0,,15.1,,
18900.0,,14.3,,
,,19.6,,
,-1.84,,,
,,19.6,,
,0.85,,,
18600.0,,14.2,,
,,19.6,,
,-1.86,,,
,,19.6,,
,-1.43,,,
38800.0,,14.9,,
18500.0,,14.1,,
,,19.6,,
,-3.31,,,
,,19.6,,
,-2.89,,,
18400.0,,14.0,,
,,19.6,,
,-1.0,,,
,,19.6,,
,-1.96,,,
38700.0,,14.6,,
18300.0,,14.0,,
,,19.6,,
,-0.05,,,
,,19.6,,
,0.91,,,
18300.0,,13.9,,
,,19.6,,
,-0.05,,,
,,19.6,,
,0.42,,,
38800.0,,14.2,,
18300.0,,13.8,,
,,19.6,,
,-2.9,,,
,,19.6,,
,0.91,,,
18400.0,,13.6,,
,,19.6,,
,-1.97,,,
,,19.6,,
,-0.53,,,
39000.0,,14.0,,
18600.0,,13.4,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-0.05,,,
18700.0,,13.4,,
,,19.6,,
,1.87,,,
,,19.6,,
,0.9,,,
39000.0,,13.9,,
18900.0,,13.3,,
,,19.6,,
,2.76,,,
,,19.6,,
,2.72,,,
19000.0,,13.0,,
,,19.6,,
,0.41,,,
,,19.6,,
,-0.98,,,
39500.0,,13.6,,
19500.0,,12.9,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-0.05,,,
19500.0,,12.6,,
,,19.6,,
,0.88,,,
,,19.6,,
,-1.93,,,
39400.0,,13.6,,
19600.0,,12.3,,
,,19.6,,
,0.42,,,
,,19.6,,
,0.89,,,
19600.0,,12.2,,
,,19.6,,
,1.36,,,
,,19.6,,
,-1.94,,,
39600.0,,14.4,,
19600.0,,12.2,,
,,19.6,,
,-2.43,,,
,,19.6,,
,2.78,,,
19600.0,,12.2,,
,,19.6,,
,-0.05,,,
,,19.6,,
,0.89,,,
40500.0,,14.0,,
19600.0,,12.1,,
,,19.6,,
,1.34,,,
,,19.6,,
,-0.51,,,
19700.0,,12.4,,
,,19.6,,
,0.88,,,
,,19.6,,
,-1.89,,,
38900.0,,13.3,,
19800.0,,12.7,,
,,19.6,,
,-0.98,,,
,,19.6,,
,2.72,,,
19900.0,,12.9,,
,,19.6,,
,0.87,,,
,,19.6,,
,2.73,,,
38700.0,,13.1,,
19900.0,,12.8,,
,,19.6,,
,-0.05,,,
,,19.6,,
,0.87,,,
19900.0,,12.6,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-0.51,,,
38400.0,,13.6,,
19900.0,,12.5,,
,,19.6,,
,0.41,,,
,,19.6,,
,-1.92,,,
20000.0,,13.0,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-3.82,,,
40200.0,,13.9,,
20000.0,,13.3,,
,,19.6,,
,-1.0,,,
,,19.6,,
,0.42,,,
20100.0,,13.4,,
,,19.6,,
,-2.9,,,
,,19.6,,
,0.91,,,
39200.0,,14.2,,
20000.0,,13.6,,
,,19.6,,
,-1.01,,,
,,19.6,,
,-1.02,,,
20000.0,,13.6,,
,,19.6,,
,0.43,,,
,,19.6,,
,-2.48,,,
40100.0,,14.3,,
20000.0,,13.8,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-0.99,,,
20000.0,,14.1,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-0.05,,,
39900.0,,14.4,,
20000.0,,14.3,,
,,19.6,,
,-1.96,,,
,,19.6,,
,-2.47,,,
19900.0,,14.6,,
,,19.6,,
,-2.98,,,
,,19.6,,
,-1.51,,,
40200.0,,14.6,,
19800.0,,14.8,,
,,19.6,,
,-3.02,,,
,,19.6,,
,2.42,,,
19900.0,,15.0,,
,,19.6,,
,-2.55,,,
,,19.6,,
,-4.07,,,
40200.0,,15.0,,
19900.0,,15.2,,
,,19.6,,
,-3.1,,,
,,19.6,,
,-0.56,,,
19900.0,,15.5,,
,,19.6,,
,-1.59,,,
,,19.6,,
,-4.19,,,
39800.0,,15.4,,
19900.0,,15.6,,
,,19.6,,
,-4.25,,,
,,19.6,,
,-1.12,,,
20000.0,,16.1,,
,,19.6,,
,-0.59,,,
,,19.6,,
,-1.66,,,
38400.0,,15.8,,
20000.0,,16.3,,
,,19.6,,
,-0.59,,,
,,19.6,,
,-1.14,,,
20000.0,,16.2,,
,,19.6,,
,2.63,,,
,,19.6,,
,-0.06,,,
39000.0,,16.1,,
20100.0,,16.2,,
,,19.6,,
,-1.68,,,
,,19.6,,
,-1.14,,,
20100.0,,16.2,,
,,19.6,,
,-0.6,,,
,,19.6,,
,-2.26,,,
37400.0,,16.3,,
20200.0,,16.1,,
,,19.6,,
,-2.27,,,
,,19.6,,
,-1.72,,,
20300.0,,16.0,,
,,19.6,,
,-4.52,,,
,,19.6,,
,-4.01,,,
37000.0,,16.1,,
20300.0,,15.8,,
,,19.6,,
,-1.19,,,
,,19.6,,
,-1.76,,,
20300.0,,15.7,,
,,19.6,,
,2.21,,,
,,19.6,,
,-0.06,,,
38700.0,,15.9,,
20300.0,,15.7,,
,,19.6,,
,1.07,,,
,,19.6,,
,1.63,,,
20200.0,,15.4,,
,,19.6,,
,-0.06,,,
,,19.6,,
,-0.06,,,
38900.0,,15.6,,
20300.0,,15.1,,
,,19.6,,
,-2.92,,,
,,19.6,,
,-0.06,,,
20300.0,,15.0,,
,,19.6,,
,-1.2,,,
,,19.6,,
,1.08,,,
40000.0,,15.5,,
20300.0,,14.9,,
,,19.6,,
,-0.06,,,
,,19.6,,
,-0.06,,,
20200.0,,14.8,,
,,19.6,,
,2.2,,,
,,19.6,,
,1.63,,,
39200.0,,15.4,,
20200.0,,14.7,,
,,19.6,,
,6.6,,,
,,19.6,,
,1.04,,,
20200.0,,14.6,,
,,19.6,,
,4.84,,,
,,19.6,,
,2.62,,,
40000.0,,15.3,,
20100.0,,14.6,,
,,19.6,,
,2.07,,,
,,19.6,,
,4.69,,,
20100.0,,14.6,,
,,19.6,,
,3.08,,,
,,19.6,,
,2.53,,,
39500.0,,15.2,,
20100.0,,14.7,,
,,19.6,,
,3.01,,,
,,19.6,,
,-0.05,,,
20100.0,,14.7,,
,,19.6,,
,2.96,,,
,,19.6,,
,3.91,,,
39400.0,,15.1,,
20000.0,,14.7,,
,,19.6,,
,0.44,,,
,,19.6,,
,3.87,,,
20000.0,,14.8,,
,,19.6,,
,0.43,,,
,,19.6,,
,3.31,,,
40100.0,,15.0,,
20000.0,,15.0,,
,,19.6,,
,1.84,,,
,,19.6,,
,1.36,,,
20000.0,,15.0,,
,,19.6,,
,3.68,,,
,,19.6,,
,1.34,,,
39100.0,,14.8,,
20000.0,,15.0,,
,,19.6,,
,-0.05,,,
,,19.6,,
,1.78,,,
20000.0,,15.0,,
,,19.6,,
,1.31,,,
,,19.6,,
,2.66,,,
39500.0,,14.8,,
20000.0,,14.9,,
,,19.6,,
,0.4,,,
,,19.6,,
,0.4,,,
20000.0,,14.8,,
,,19.6,,
,3.46,,,
,,19.6,,
,2.13,,,
39800.0,,14.8,,
20000.0,,14.8,,
,,19.6,,
,-0.48,,,
,,19.6,,
,-0.92,,,
20000.0,,14.7,,
,,19.6,,
,0.39,,,
,,19.6,,
,1.68,,,
38800.0,,14.7,,
20000.0,,14.7,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-3.06,,,
20000.0,,14.7,,
,,19.6,,
,-2.66,,,
,,19.6,,
,-4.91,,,
38800.0,,14.8,,
20000.0,,14.6,,
,,19.6,,
,-0.94,,,
,,19.6,,
,-2.31,,,
20000.0,,14.7,,
,,19.6,,
,-0.5,,,
,,19.6,,
,-0.97,,,
39000.0,,15.0,,
20000.0,,14.9,,
,,19.6,,
,-2.85,,,
,,19.6,,
,-0.99,,,
20000.0,,14.9,,
,,19.6,,
,-0.05,,,
,,19.6,,
,-0.52,,,
38900.0,,15.2,,
20000.0,,15.1,,
,,19.6,,
,-3.36,,,
,,19.6,,
,-5.36,,,
20000.0,,15.2,,
,,19.6,,
,-5.45,,,
,,19.6,,
,-3.54,,,
38900.0,,15.4,,
20000.0,,15.3,,
,,19.6,,
,-8.68,,,
,,19.6,,
,-4.71,,,
20000.0,,15.5,,
,,19.6,,
,-1.09,,,
,,19.6,,
,-2.69,,,
38500.0,,15.6,,
20000.0,,15.6,,
,,19.6,,
,-2.16,,,
,,19.6,,
,-8.08,,,
20000.0,,16.0,,
,,19.6,,
,-7.17,,,
,,19.6,,
,-3.92,,,
38400.0,,16.2,,
20000.0,,16.1,,
,,19.6,,
,-5.63,,,
,,19.6,,
,-5.12,,,
20000.0,,16.4,,
,,19.6,,
,-4.6,,,
,,19.6,,
,-5.21,,,
38100.0,,16.5,,
20000.0,,16.5,,
,,19.6,,
,-4.68,,,
,,19.6,,
,-5.88,,,
20000.0,,16.5,,
,,19.6,,
,-9.5,,,
,,19.6,,
,-7.83,,,
38700.0,,16.7,,
20000.0,,16.6,,
,,19.6,,
,-6.11,,,
,,19.6,,
,-6.8,,,
20100.0,,16.6,,
,,19.6,,
,-7.48,,,
,,19.6,,
,-10.1,,,
40000.0,,16.7,,
20000.0,,16.5,,
,,19.6,,
,-8.93,,,
,,19.6,,
,-8.36,,,
20000.0,,16.5,,
,,19.6,,
,-11.0,,,
,,19.6,,
,-9.14,,,
38500.0,,16.6,,
20000.0,,16.6,,
,,19.6,,
,-11.2,,,
,,19.6,,
,-13.9,,,
20000.0,,16.6,,
,,19.6,,
,-12.0,,,
,,19.6,,
,-16.9,,,
38000.0,,16.4,,
20100.0,,16.5,,
,,19.6,,
,-13.5,,,
,,19.6,,
,-15.6,,,
20100.0,,16.2,,
,,19.6,,
,-16.4,,,
,,19.6,,
,-15.9,,,
38100.0,,16.3,,
20100.0,,16.1,,
,,19.6,,
,-16.6,,,
,,19.6,,
,-12.5,,,
20100.0,,16.1,,
,,19.6,,
,-12.5,,,
,,19.6,,
,-13.3,,,
39000.0,,16.2,,
20100.0,,16.1,,
,,19.6,,
,-11.9,,,
,,19.6,,
,-12.7,,,
20100.0,,16.2,,
,,19.6,,
,-4.27,,,
,,19.6,,
,-10.6,,,
37900.0,,16.2,,
20100.0,,16.2,,
,,19.6,,
,-4.99,,,
,,19.6,,
,-0.07,,,
20100.0,,16.2,,
,,19.6,,
,6.2,,,
,,19.6,,
,9.62,,,
37700.0,,16.1,,
20100.0,,16.2,,
,,19.6,,
,12.3,,,
,,19.6,,
,14.9,,,
20100.0,,16.2,,
,,19.6,,
,9.44,,,
,,19.6,,
,15.4,,,
38300.0,,16.1,,
20100.0,,16.0,,
,,19.6,,
,12.6,,,
,,19.6,,
,15.1,,,
20200.0,,16.0,,
,,19.6,,
,12.3,,,
,,19.6,,
,14.7,,,
39100.0,,16.2,,
20300.0,,16.0,,
,,19.6,,
,11.4,,,
,,19.6,,
,7.5,,,
20400.0,,16.0,,
,,19.6,,
,10.5,,,
,,19.6,,
,9.16,,,
39500.0,,16.2,,
20500.0,,16.0,,
,,19.6,,
,10.2,,,
,,19.6,,
,8.26,,,
20700.0,,16.0,,
,,19.6,,
,6.96,,,
,,19.6,,
,6.29,,,
41000.0,,16.2,,
20800.0,,16.0,,
,,19.6,,
,6.21,,,
,,19.6,,
,4.44,,,
20800.0,,16.0,,
,,19.6,,
,4.38,,,
,,19.6,,
,3.79,,,
39300.0,,16.2,,
20800.0,,16.0,,
,,19.6,,
,4.28,,,
,,19.6,,
,3.69,,,
20900.0,,15.9,,
,,19.6,,
,4.16,,,
,,19.6,,
,4.1,,,
39200.0,,16.2,,
21000.0,,15.9,,
,,19.6,,
,4.07,,,
,,19.6,,
,5.02,,,
21000.0,,15.9,,
,,19.6,,
,4.95,,,
,,19.6,,
,4.88,,,
40100.0,,16.2,,
21000.0,,15.9,,
,,19.6,,
,3.36,,,
,,19.6,,
,4.3,,,
20900.0,,15.9,,
,,19.6,,
,2.34,,,
,,19.6,,
,2.79,,,
39900.0,,16.2,,
20800.0,,15.9,,
,,19.6,,
,2.76,,,
,,19.6,,
,1.35,,,
20800.0,,16.0,,
,,19.6,,
,2.26,,,
,,19.6,,
,1.79,,,
39800.0,,16.1,,
20700.0,,16.0,,
,,19.6,,
,0.41,,,
,,19.6,,
,0.86,,,
20700.0,,16.0,,
,,19.6,,
,0.41,,,
,,19.6,,
,-1.42,,,
39200.0,,16.2,,
20700.0,,16.0,,
,,19.6,,
,-1.88,,,
,,19.6,,
,-2.37,,,
20700.0,,16.1,,
,,19.6,,
,-2.39,,,
,,19.6,,
,-3.84,,,
39200.0,,16.4,,
20700.0,,16.2,,
,,19.6,,
,-2.92,,,
,,19.6,,
,-2.95,,,
20600.0,,16.3,,
,,19.6,,
,-3.47,,,
,,19.6,,
,-4.49,,,
40000.0,,16.8,,
20600.0,,16.5,,
,,19.6,,
,-5.61,,,
,,19.6,,
,-5.18,,,
20500.0,,16.7,,
,,19.6,,
,-6.29,,,
,,19.6,,
,-5.33,,,
40100.0,,17.0,,
20400.0,,17.1,,
,,19.6,,
,-4.87,,,
,,19.6,,
,-4.91,,,
20500.0,,17.4,,
,,19.6,,
,-5.53,,,
,,19.6,,
,-5.6,,,
40000.0,,17.8,,
20400.0,,17.8,,
,,19.6,,
,-5.68,,,
,,19.6,,
,-5.76,,,
20400.0,,17.9,,
,,19.6,,
,-5.78,,,
,,19.6,,
,-5.86,,,
40000.0,,18.5,,
20400.0,,18.2,,
,,19.6,,
,-8.28,,,
,,19.6,,
,-7.79,,,
20400.0,,18.4,,
,,19.6,,
,-6.09,,,
,,19.6,,
,-9.18,,,
40700.0,,19.2,,
20300.0,,18.5,,
,,19.6,,
,-7.48,,,
,,19.6,,
,-10.1,,,
20300.0,,18.5,,
,,19.6,,
,-10.8,,,
,,19.6,,
,-12.9,,,
39400.0,,19.6,,
20300.0,,18.9,,
,,19.6,,
,-13.1,,,
,,19.6,,
,-13.9,,,
20300.0,,19.2,,
,,19.6,,
,-18.1,,,
,,19.6,,
,-19.6,,,
38800.0,,19.4,,
20200.0,,19.4,,
,,19.6,,
,-21.9,,,
,,19.6,,
,-22.8,,,
20300.0,,19.6,,
,,19.6,,
,-28.5,,,
,,19.6,,
,-32.5,,,
39700.0,,19.1,,
20600.0,,19.4,,
,,19.6,,
,-34.9,,,
,,19.6,,
,-34.5,,,
20600.0,,19.4,,
,,19.6,,
,-34.8,,,
,,19.6,,
,-38.7,,,
39000.0,,18.7,,
20500.0,,19.2,,
,,19.6,,
,-39.0,,,
,,19.6,,
,-33.2,,,
20500.0,,19.1,,
,,19.6,,
,-36.4,,,
,,19.6,,
,-38.2,,,
37800.0,,18.4,,
20500.0,,18.7,,
,,19.6,,
,-39.9,,,
,,19.6,,
,-37.1,,,
20700.0,,18.4,,
,,19.6,,
,-35.8,,,
,,19.6,,
,-34.4,,,
38900.0,,18.2,,
20800.0,,18.2,,
,,19.6,,
,-26.9,,,
,,19.6,,
,-19.2,,,
20900.0,,18.1,,
,,19.6,,
,,19.6,,
39300.0,,18.2,,
20900.0,,18.2,,
,,19.6,,
,,19.6,,
20900.0,,18.3,,
,,19.6,,
,6.04,,,
,,19.6,,
,7.55,,,
39400.0,,18.2,,
20900.0,,18.3,,
,,19.6,,
,5.26,,,
,,19.6,,
,4.5,,,
21000.0,,18.2,,
,,19.6,,
,10.6,,,
,,19.6,,
,25.6,,,
39600.0,,18.2,,
21000.0,,18.2,,
,,19.6,,
,31.3,,,
,,19.6,,
,36.0,,,
21000.0,,18.2,,
,,19.6,,
,38.5,,,
,,19.6,,
,42.3,,,
39500.0,,18.2,,
21000.0,,18.3,,
,,19.6,,
,41.1,,,
,,19.6,,
,44.0,,,
21000.0,,18.2,,
,,19.6,,
,42.5,,,
,,19.6,,
,41.9,,,
39400.0,,18.3,,
21100.0,,18.2,,
,,19.6,,
,39.1,,,
,,19.6,,
,38.2,,,
21200.0,,18.2,,
,,19.6,,
,34.4,,,
,,19.6,,
,28.8,,,
39200.0,,18.4,,
21300.0,,18.1,,
,,19.6,,
,24.1,,,
,,19.6,,
,19.6,,,
21300.0,,18.1,,
,,19.6,,
,18.8,,,
,,19.6,,
,17.3,,,
